Market,Channel,Region,Category,SubCategory,Brand,Variant,PackType,PPG,PackSize,Year,Month,Week,date,BrCatId,SalesValue,Volume,VolumeUnits,D1,D2,D3,D4,D5,D6,AV1,AV2,AV3,AV4,AV5,AV6,EV1,EV2,EV3,EV4,EV5,EV6,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2022,7,28,09-07-2022,Brand,458024.95,183725.065,442711,93.13374575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2022,7,28,09-07-2022,Brand,139049.91,105074.06,480581,91.26331368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,28,09-07-2022,Brand,304380.73,406955.84,236614,92.49708619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2022,7,28,09-07-2022,Brand,450302.59,485468.69,1160743,95.52632028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Small Single,AllPackSize,2022,7,28,09-07-2022,Brand,6335.45,3983.76,18108,97.33458211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Standard Single,AllPackSize,2022,7,28,09-07-2022,Brand,124105.24,208232.54,499217,90.15562375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Small Single,AllPackSize,2022,7,28,09-07-2022,Brand,499.6,72.26,281,57.46255961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,28,09-07-2022,Brand,15195.74,9092.58,5511,93.20765341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2022,7,28,09-07-2022,Brand,15007.17,6840.14,16590,92.37581315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Multi,AllPackSize,2022,7,29,16-07-2022,Brand,1.5,1.98,3,0.69648149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Single,AllPackSize,2022,7,29,16-07-2022,Brand,62729.25,24270.18,110319,84.8234229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,29,16-07-2022,Brand,248998.94,166045.49,94612,92.94274441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2022,7,29,16-07-2022,Brand,220906.65,131000.84,319514,82.92260743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2022,7,29,16-07-2022,Brand,5672.06,2119,2119,52.79451118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2022,7,29,16-07-2022,Brand,410656.02,124208,203327,89.53010993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2022,7,29,16-07-2022,Brand,222212.65,67748,84685,80.11028291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2022,7,29,16-07-2022,Brand,262504.77,69937.4,383215,87.77762364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,29,16-07-2022,Brand,1023596.8,551879.17,298330,92.31731767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2022,7,29,16-07-2022,Brand,407827.6,153071.09,368846,96.93260753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2022,7,29,16-07-2022,Brand,131741.7,99286.05,454778,91.78282779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,29,16-07-2022,Brand,280500.94,374767.4,218306,92.77273049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2022,7,29,16-07-2022,Brand,404550.47,435381.62,1040991,95.55185865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Small Single,AllPackSize,2022,7,29,16-07-2022,Brand,5477.5,3445.2,15660,97.32984565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Standard Single,AllPackSize,2022,7,29,16-07-2022,Brand,114312.14,192210.57,460994,90.25925361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Small Single,AllPackSize,2022,7,29,16-07-2022,Brand,499.1,71.97,277,54.32209788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,29,16-07-2022,Brand,15796.37,9530.22,5775,94.32665394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2022,7,29,16-07-2022,Brand,13803.42,6364.825,15444,92.49244701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Multi,AllPackSize,2022,7,30,23-07-2022,Brand,1,1.32,2,0.516363394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Single,AllPackSize,2022,7,30,23-07-2022,Brand,60420.9,23792.78,108149,84.96414027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,30,23-07-2022,Brand,249068.87,169931.88,97771,93.168099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2022,7,30,23-07-2022,Brand,206425.13,124448.72,303533,82.82478123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2022,7,30,23-07-2022,Brand,11694.2,3912,3912,60.35589098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2022,7,30,23-07-2022,Brand,439477.72,134800.6,219336,89.27984461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2022,7,30,23-07-2022,Brand,228986.63,68428,85535,82.46580526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2022,7,30,23-07-2022,Brand,268148.27,72096.95,382711,90.16497313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,30,23-07-2022,Brand,1072785.13,579349.76,316507,93.55041761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2022,7,30,23-07-2022,Brand,472007.95,180308.785,434479,97.92236114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2022,7,30,23-07-2022,Brand,113340.99,80978.2,368931,89.65611505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,30,23-07-2022,Brand,288872.26,370288.8,215881,93.24628672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2022,7,30,23-07-2022,Brand,392648.97,420417.205,1005272,95.58968917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Small Single,AllPackSize,2022,7,30,23-07-2022,Brand,5134.18,3226.96,14668,97.32984565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Standard Single,AllPackSize,2022,7,30,23-07-2022,Brand,112242.38,186579.07,447650,90.27512507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Small Single,AllPackSize,2022,7,30,23-07-2022,Brand,501.1,71.72,275,53.51412971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,30,23-07-2022,Brand,15852.39,9701.3,5873,94.06744016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2022,7,30,23-07-2022,Brand,13393.8,6226.23,15123,92.773552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Multi,AllPackSize,2022,7,31,30-07-2022,Brand,1,1.32,2,0.37632859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Single,AllPackSize,2022,7,31,30-07-2022,Brand,66398,26392.3,119965,84.98553367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,31,30-07-2022,Brand,286333.38,196834.85,113649,93.33360108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2022,7,31,30-07-2022,Brand,221326.67,134430.32,327878,82.79253266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2022,7,31,30-07-2022,Brand,12750.1,4254,4254,73.12743472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2022,7,31,30-07-2022,Brand,474386.7,145585,236795,89.72595411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2022,7,31,30-07-2022,Brand,233786.1,69328,86660,85.15679518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2022,7,31,30-07-2022,Brand,294386.77,77104.25,410800,90.27371276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,31,30-07-2022,Brand,1166117.03,609116.67,332543,93.93743488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2022,7,31,30-07-2022,Brand,556380.69,212741.45,512630,97.79116863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2022,7,31,30-07-2022,Brand,141242.8,101589.02,465800,92.1668076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,31,30-07-2022,Brand,315721.88,404624.88,236346,93.51911788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2022,7,31,30-07-2022,Brand,426488.24,456423.985,1091471,95.44600358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Small Single,AllPackSize,2022,7,31,30-07-2022,Brand,5862.25,3685.22,16751,97.51198228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Standard Single,AllPackSize,2022,7,31,30-07-2022,Brand,123242.16,204013.19,489471,90.34699005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Small Single,AllPackSize,2022,7,31,30-07-2022,Brand,563.6,79.97,313,59.40375271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Multi,AllPackSize,2022,7,31,30-07-2022,Brand,19254.82,11969.82,7239,95.55376388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2022,7,31,30-07-2022,Brand,16312.93,7691.095,18664,93.59499455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Multi,AllPackSize,2022,8,32,06-08-2022,Brand,1.5,1.98,3,0.71955101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Single,AllPackSize,2022,8,32,06-08-2022,Brand,66225.11,26327.62,119671,84.97209954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2022,8,32,06-08-2022,Brand,289747.3,208357.9,120918,93.42705043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2022,8,32,06-08-2022,Brand,206106.26,125139.24,305217,82.79759177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2022,8,32,06-08-2022,Brand,10912.24,3635,3635,71.02797117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2022,8,32,06-08-2022,Brand,455380.4,135561.4,218694,88.94976717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2022,8,32,06-08-2022,Brand,221285.65,65297.6,81622,88.3396719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2022,8,32,06-08-2022,Brand,279535.99,71159.95,382033,90.70152307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2022,8,32,06-08-2022,Brand,1141334.08,593512.44,324630,94.17576283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2022,8,32,06-08-2022,Brand,530184.2,201948.545,486623,97.84709825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2022,8,32,06-08-2022,Brand,140499.17,101219.95,464451,92.14500821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2022,8,32,06-08-2022,Brand,296523.92,379955.84,222162,93.31670003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2022,8,32,06-08-2022,Brand,413428.96,443428,1060333,95.26600447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Small Single,AllPackSize,2022,8,32,06-08-2022,Brand,5771.01,3628.02,16491,97.51198228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Standard Single,AllPackSize,2022,8,32,06-08-2022,Brand,122032.45,201557.2,483765,90.42985406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Small Single,AllPackSize,2022,8,32,06-08-2022,Brand,585.48,87.09,347,65.25757644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Multi,AllPackSize,2022,8,32,06-08-2022,Brand,17980.46,11099.56,6715,95.10462361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2022,8,32,06-08-2022,Brand,15327.18,7167.195,17404,92.88992219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Multi,AllPackSize,2022,8,33,13-08-2022,Brand,1,1.32,2,0.554083467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Single,AllPackSize,2022,8,33,13-08-2022,Brand,59618.05,23232.88,105604,85.0974496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2022,8,33,13-08-2022,Brand,277206.21,209397.66,121863,93.78258933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2022,8,33,13-08-2022,Brand,184274.7,110767.34,270164,82.83890584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2022,8,33,13-08-2022,Brand,7898.5,2628,2628,60.58136857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2022,8,33,13-08-2022,Brand,411167.12,120305,193830,88.42234975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2022,8,33,13-08-2022,Brand,199412.58,58880,73600,89.89464437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2022,8,33,13-08-2022,Brand,252882.35,63181.5,340231,91.22054149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2022,8,33,13-08-2022,Brand,1048015.06,539952.18,295922,94.10782327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2022,8,33,13-08-2022,Brand,468764.57,174824.975,421265,97.7877635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2022,8,33,13-08-2022,Brand,129895.87,93666.13,429692,91.88706596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2022,8,33,13-08-2022,Brand,273508.24,350439.64,204195,93.09692114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2022,8,33,13-08-2022,Brand,377876.86,407090.555,973026,95.27523565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Small Single,AllPackSize,2022,8,33,13-08-2022,Brand,5342.29,3358.52,15266,97.51997289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 5,Standard,AllPackType,Standard Single,AllPackSize,2022,8,33,13-08-2022,Brand,122364.99,202965.39,487607,90.98726749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Small Single,AllPackSize,2022,8,33,13-08-2022,Brand,595.26,96.41,386,64.21226743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Multi,AllPackSize,2022,8,33,13-08-2022,Brand,14207.13,8689.34,5258,93.80613718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2022,8,33,13-08-2022,Brand,14627.72,7138.745,17281,92.84263929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Multi,AllPackSize,2022,8,34,20-08-2022,Brand,1.5,1.98,3,0.658719216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Small Single,AllPackSize,2022,8,34,20-08-2022,Brand,63574.83,24541.44,111552,85.20521347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2022,8,34,20-08-2022,Brand,291947.87,218302.04,126737,93.93713514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2022,8,34,20-08-2022,Brand,197862.52,117932.04,287639,82.80452348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2022,8,34,20-08-2022,Brand,10938.89,3642,3642,76.9522687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2022,8,34,20-08-2022,Brand,408351.69,118316.8,194654,88.43067123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Supermarkets,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2022,8,34,20-08-2022,Brand,235822.5,70292,87865,90.30677855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
